Track,Frame,X,Y
1,1,0.0017461577809998242,0.0013658427972244262
1,2,0.00882263682697632,0.007853235296597282
1,3,0.012228699516168843,0.010067576342080173
1,4,0.022748801757521957,0.00378038044282477
1,5,0.02779490777575125,9.772559149222424e-4
1,6,0.02782746673567611,-6.639231354105314e-4
1,7,0.0381228910324736,2.627039754605643e-4
1,8,0.042516962428972745,-0.0028934612175163226
1,9,0.04570968900173654,-0.0030260815762963153
1,10,0.05082785830660077,0.005456072976821273
1,11,0.045395317345463385,0.00436093082849376
1,12,0.05675221374015483,-9.03250465533897e-4
1,13,0.06827144110438371,-0.003471406643422861
1,14,0.06795901824848603,-0.003996351115414142
1,15,0.06211476991707121,-6.733221609970104e-4
1,16,0.06254911773434707,0.0034787207840558517
1,17,0.06651140826736238,-0.0016102189955424975
1,18,0.061052612116087215,3.17422555395278e-4
1,19,0.06491054873417672,-7.036144189651938e-4
1,20,0.05546048102850227,-9.786401559157925e-4
1,21,0.0583353393594149,0.006507992895932462
1,22,0.05501334635085072,0.0029649775111962456
1,23,0.058604799546904944,-0.006195366527012504
1,24,0.051556150968710295,-0.0060957184666698885
1,25,0.04879287961340888,-8.940691038300842e-4
1,26,0.04322176930590955,-0.003483878590363687
1,27,0.05391617213473949,-0.003842751203938289
1,28,0.05134949265390455,-0.003896362826234969
1,29,0.04755408873579058,-0.007619433562478901
1,30,0.047445720990052294,-0.0027048709946194856
1,31,0.044477225489400904,-4.47269239185024e-4
1,32,0.0482671131008756,-0.0058708752564031255
1,33,0.054239475835005255,0.004016020382324547
1,34,0.04877029474357245,-2.9904158588567195e-4
1,35,0.05788424196814364,-0.004909002268879838
1,36,0.052504000337924815,-0.001202449619485292
1,37,0.058023218990222405,-0.00178500257327908
1,38,0.06613946775281468,2.3576702086271255e-4
1,39,0.05970738199362466,0.004927783310618376
1,40,0.0510621453797638,-0.0023871174476522293
1,41,0.05893535768582424,7.28398508529746e-4
1,42,0.0670076270033486,0.00992912460919423
1,43,0.0635425076252026,0.007539012128826842
1,44,0.0581183200344253,0.012345002407742674
1,45,0.06354549706815553,0.013245141703593425
1,46,0.07314558776596748,0.008874210376639914
1,47,0.0709637939101128,2.151363179446844e-4
1,48,0.07102499745739645,-0.006161154579425629
1,49,0.063650878414343,-0.007440294483479747
1,50,0.06914194600574507,-0.0073593215032780645
