Track,Frame,X,Y
1,1,4.8073994252361525e-5,0.014597328848599003
1,2,-0.0014172761554202714,0.02572564563639168
1,3,1.6729064800564492e-4,0.035689934677780026
1,4,-0.007935071458776206,0.04343075522206496
1,5,-0.0017611687663070274,0.05131270989250966
1,6,0.001094169822737957,0.0692491207087276
1,7,0.007086403035552325,0.08016140992032983
1,8,0.009146282227287361,0.0890422530759795
1,9,0.0016319281452064618,0.09492723480593886
1,10,-8.603316867642121e-4,0.09794220199590958
1,11,7.270457867435156e-4,0.10394608103043018
1,12,-0.004529515471677758,0.10317257402652995
1,13,0.0023229731988540165,0.11741463741831629
1,14,0.005238068687923974,0.12607255704399034
1,15,0.004464416982139657,0.13697636274147992
1,16,0.006237178048561933,0.15957609808694997
1,17,5.097169273809942e-4,0.1714586682542718
1,18,-0.0038658474833161522,0.17812670791973922
1,19,-0.015457322742616674,0.18855566999395135
1,20,-0.007790193320171293,0.209082789190824
1,21,0.0017140384425723858,0.21293194999978723
1,22,-0.004049476462697687,0.2193660075762184
1,23,-0.004479932287854078,0.2307165735998114
1,24,0.008035753172053454,0.24053692534087695
1,25,0.010114624374431853,0.2413724406840943
1,26,0.014078395123172936,0.25305356100645526
1,27,0.018151105246838137,0.27019478252676016
1,28,0.013020150286112048,0.2779485491381202
1,29,0.009809918501740714,0.29210685478365217
1,30,0.010651620559781543,0.30968155256400604
1,31,0.010602312429200567,0.3126962349590864
1,32,0.015853726394172714,0.3229103471551857
1,33,0.016065757922233387,0.3319918906717278
1,34,0.017592171278135605,0.33522841555446664
1,35,0.024223767003492838,0.3426922674013264
1,36,0.03031652358729233,0.35368401019690565
1,37,0.020272306131495783,0.3617447913345528
1,38,0.02217916699692426,0.3723457369328006
1,39,0.022270257736287515,0.3794517410842982
1,40,0.017119630450084664,0.3893887797952728
1,41,0.018409461397768275,0.40589810656622793
1,42,0.02388840558718504,0.4208586896191403
1,43,0.021735806360904865,0.4263445309840744
1,44,0.02553101043914997,0.4394078513410076
1,45,0.028353272204624004,0.44718586417181627
1,46,0.035808277112176774,0.4620858886319778
1,47,0.03612926707347546,0.4815126984658593
1,48,0.03886535700665974,0.49746838706900565
1,49,0.038764605547593214,0.5070453499335238
1,50,0.04272027448002032,0.5097027452689558
1,51,0.0432350367219508,0.5215746460760979
1,52,0.04044206161633793,0.5395553480335076
1,53,0.04299638190711146,0.5481705598373193
1,54,0.05175914949544945,0.555950529953728
1,55,0.0418751086735584,0.5639528207591663
1,56,0.03920891200925738,0.5713930509575066
1,57,0.04156666466661466,0.5800618222971173
1,58,0.040507128965371404,0.5839808357018677
1,59,0.044168743025405015,0.5927387821128696
1,60,0.04123317572761649,0.605897891706778
1,61,0.043243279216041236,0.6190136455244397
1,62,0.046385694611062976,0.6396359864310629
1,63,0.05464538836139775,0.6462346001783322
1,64,0.04663164000979002,0.648316904999601
1,65,0.049499339581664824,0.6689138997482822
1,66,0.05029099482930489,0.6719318807063046
1,67,0.04905274092912154,0.6744750274870539
1,68,0.061082798126540765,0.688199619400003
1,69,0.0640771918509759,0.687443556970345
1,70,0.06280913326448649,0.6933220917735889
1,71,0.06725682249608733,0.698041121565514
1,72,0.07100647518379286,0.7050059871132203
