Track	Frame	X	Y
1	1	0.002842366270660865	0.0025644185178573453
1	2	0.004953337968504127	0.009270549602283629
1	3	0.0043808981206662715	0.027518210984578146
1	4	0.0018812657667032296	0.022176308710826154
1	5	-0.009684593749999595	0.019559031170078536
1	6	0.0012580978810281139	0.020503994115077365
1	7	1.492957169807814e-4	0.008410620453114194
1	8	-0.002243414090463415	-7.812436267351613e-4
1	9	0.008611419130411895	0.005701495660127074
1	10	0.00888784508475936	0.007708225502129607
1	11	-0.004287931486088645	-6.314499264659736e-4
1	12	0.0025716940266645952	0.001977781622479442
1	13	-0.011870940135787161	-0.002332820960299587
1	14	7.359901154934193e-4	-0.005539424051316091
1	15	0.00889951758778861	-0.020031647326521896
1	16	-0.011006571882890106	-0.027531588813521076
1	17	-0.01030853239829437	-0.02390244825639197
1	18	-0.00840901325210251	-0.01853103432862588
1	19	-0.02471958307244448	-0.04169144470078932
1	20	-0.009960075508407159	-0.032780345052153256
1	21	-0.012737944538353597	-0.03105794054881687
1	22	-0.0018709310823295246	-0.044789181864356854
1	23	-0.003317725496060455	-0.04646444239996413
1	24	0.0036014305195583266	-0.05117656703455202
1	25	-0.005566501949688239	-0.06431344738893138
1	26	-0.0030626467160348335	-0.06104562983745882
1	27	1.2731434055578307e-4	-0.06444145312446337
1	28	-0.0014510149828524629	-0.05621178461216185
1	29	0.007000594373970291	-0.04827672255555054
1	30	0.00752753918819579	-0.059615681357799086
1	31	0.014451779220450784	-0.06257889353371876
1	32	0.026058155816755135	-0.05007775855026471
1	33	0.03164895479988752	-0.04483002893426811
1	34	0.04107904430958483	-0.03168740679225194
1	35	0.05637195816413764	-0.025311466429580983
1	36	0.07156159002381736	-0.016930337406776897
1	37	0.063263192721089	-0.013691670462298147
1	38	0.08054223153204303	-0.009715907864417122
1	39	0.07672648205205414	-0.008087476208186825
1	40	0.09527325857343694	-0.014228364691726463
1	41	0.10325835324818347	-0.020733049588638246
1	42	0.08939519486388	-0.02732097350466315
1	43	0.08022359871977792	-0.03484699306588738
1	44	0.07889728153487309	-0.036232123686634234
1	45	0.08567389952599397	-0.04314138396156958
1	46	0.09362475505082951	-0.04761306581267805
1	47	0.1067762606632572	-0.07067142793661155
1	48	0.10650112140023751	-0.09456366346060756
1	49	0.09587621447607947	-0.09409006067551462
1	50	0.09340599559923377	-0.10782023656438444
1	51	0.08144465551099964	-0.10068128156448293
1	52	0.08134551819824029	-0.10662596046954097
1	53	0.06824625933353429	-0.12153252837991962
1	54	0.0599221261167612	-0.1127660130860827
1	55	0.05848793455804006	-0.10031458021775258
1	56	0.046660213136053605	-0.10431708639455729
1	57	0.03606869368144087	-0.12339152060343904
1	58	0.05026420440334058	-0.13517717270647714
1	59	0.040218825294086664	-0.1303876633709187
1	60	0.04753509837670889	-0.130717137225299
1	61	0.038405348173212214	-0.13122908087393123
1	62	0.057870889086398404	-0.11523763540964593
1	63	0.051311525724925144	-0.12200960773907538
1	64	0.04048837746950216	-0.11494581306123551
1	65	0.030791128939814016	-0.12673479093068094
1	66	0.042843356797264	-0.13348838586523765
1	67	0.047480662782038247	-0.15168782556811664
