Track	Frame	X	Y
1	1	-7.418069924543208e-4	0.010871134374502113
1	2	0.0010391176200353566	0.02121815781391591
1	3	0.0033727268446187807	0.03533929717298236
1	4	0.0016554674872398618	0.045603960268965175
1	5	0.0016299329061262853	0.05857204669556296
1	6	0.0018789267214042523	0.0622333937387443
1	7	0.0019915177026517093	0.07624357854995759
1	8	3.01796774094999e-4	0.08719362699426857
1	9	-4.2855962519922937e-4	0.09321664807567333
1	10	-3.599208137460564e-4	0.10382673458727144
1	11	-0.003774554747767712	0.1138047854704969
1	12	-0.006149670068428301	0.12475017282271149
1	13	-0.0019961385404662266	0.13738583621450642
1	14	-0.0017837732163185523	0.14433596076750768
1	15	-6.545081557574209e-4	0.15887011740587853
1	16	-0.0020512220428487316	0.1673959880869115
1	17	-8.969466174566358e-4	0.1739607764814585
1	18	4.686399855460873e-4	0.18447666952360953
1	19	0.0029613532470350217	0.1954548544522808
1	20	0.003913428212643364	0.20443132832037472
1	21	0.005282291315624783	0.21408339688274308
1	22	0.0067267874740667795	0.22164324846139913
1	23	0.00578107184312514	0.23291969979760238
1	24	0.007478682249712852	0.24107431717849234
1	25	0.005205738539016791	0.25065424858358404
1	26	0.002633319466037256	0.26660262843186866
1	27	0.005998322982315575	0.2771554756999815
1	28	0.0044392823571420504	0.2883855065136519
1	29	0.0035007969581436994	0.29544576639544906
1	30	-0.00149060499089011	0.3096698283502781
1	31	-0.0012706087783949855	0.31788775714762196
1	32	-8.136280380687365e-4	0.3280542683240617
1	33	0.0010980738432515656	0.33926269948940496
1	34	0.007114195080664183	0.34800333511228215
1	35	0.004356628672065534	0.3548741212040446
1	36	0.005803425400932145	0.36493254655365126
1	37	0.003934586404225243	0.3764686442664487
1	38	0.004538834477512766	0.38879984409976925
1	39	0.003621987104502554	0.4050638473690296
1	40	0.001718413437399799	0.41762618933040196
1	41	0.0025613901252203074	0.42516428576993076
1	42	0.005835958436827821	0.4390534545680264
1	43	0.00523337609707496	0.4466491944376015
1	44	0.004718757429633048	0.4592052557305177
1	45	0.00828526582131961	0.46986056810219545
1	46	0.0087864867962883	0.48172843181135216
1	47	0.010533110883609214	0.4929545759109871
1	48	0.010410922114319585	0.5034022830022273
1	49	0.009806308634338306	0.5161626090394439
1	50	0.0027580111031894655	0.525363442589509
1	51	0.007281216902498401	0.5326617805647725
1	52	0.0073079374796962875	0.5414489494412318
1	53	0.008332507764042785	0.5524351182066087
1	54	0.008483344084340507	0.5610852556661549
1	55	0.009597719916975628	0.5718215873068258
1	56	0.012476364005374484	0.5850913061234607
1	57	0.015130945630658891	0.5944828369903088
1	58	0.01501725594007454	0.6064120281280763
1	59	0.013421960334111981	0.6205489613375585
1	60	0.01201694911924188	0.6292823583189853
1	61	0.011659062335157714	0.6384663144643947
1	62	0.007459797063064441	0.6455470249157322
1	63	0.006498178937628983	0.6547524972110682
1	64	0.004534856150794666	0.661984364346692
1	65	0.0034006299911014423	0.6730729998653124
1	66	0.001270934977605032	0.6827094393430015
1	67	6.822217617332006e-4	0.6905785110634126
1	68	0.0026390735737382995	0.6973897787075427
1	69	0.005645240682763572	0.7059677611366224
1	70	0.0034596366037470193	0.7172611540166002
1	71	0.00528453992274209	0.72993633627642
1	72	0.0072947684107388154	0.7392294052591419
1	73	0.008910768888403166	0.746742541988682
1	74	0.006498600481653863	0.7570539020561287
1	75	0.005878938054349968	0.7684123518873612
1	76	0.005920016303374976	0.7777536782652595
1	77	0.006690130425448705	0.7881786079054695
1	78	0.004926732168230389	0.7977413030941288
1	79	0.006158805036770597	0.8043026938234618
1	80	0.00324567867091378	0.8143553106833159
1	81	0.002144471977544459	0.8274476078318762
1	82	0.0012707256734517342	0.8431044588818668
1	83	0.0058689538287844175	0.8558379313499768
1	84	0.004487588756665448	0.8635686410626064
1	85	0.006035169432021387	0.8718486261484861
1	86	0.007476249625766282	0.8783634382525151
1	87	0.009655045473749513	0.8854635424761782
1	88	0.01417302287004674	0.8926356054911969
1	89	0.00978390307761241	0.9042098601104269
1	90	0.015766631844686522	0.9196206798138116
1	91	0.014156644369862192	0.9311684115237675
1	92	0.01442589494844975	0.9367505299068623
1	93	0.018295434585918542	0.949415322581543
1	94	0.01682701904388505	0.9580725570181639
1	95	0.014672601298843489	0.967030298751093
1	96	0.016787822162332548	0.9747490043207522
1	97	0.015129286402797752	0.9850824391044947
1	98	0.013829236639460639	0.9933607648841962
1	99	0.016507868278348697	1.0028648977105319
1	100	0.016952719234144983	1.0117393908223875
1	101	0.014565378459611835	1.0221384112673
1	102	0.014909368250058248	1.0386412095500615
1	103	0.009945738189106317	1.0482155144415017
1	104	0.011088307309275855	1.056592511040731
1	105	0.009121720924684194	1.065104771252181
1	106	0.012040226232371418	1.0787423658427926
1	107	0.00937814387353837	1.0937010721632308
1	108	0.007939893085793442	1.1050466431153196
1	109	0.004363729654754672	1.1140330759977988
1	110	0.005195632605539074	1.1249867362099997
1	111	0.006654376694115819	1.1410600658936618
1	112	0.012049497506620762	1.1490653020304256
1	113	0.009220066530472767	1.159694781560219
1	114	0.009412257238525026	1.1693556964833105
1	115	0.011905714803090387	1.1769680897581252
1	116	0.01265549424348496	1.1942117469322155
1	117	0.013356711477679887	1.204530688493391
1	118	0.014608123117819664	1.2168665528198999
1	119	0.010111941315447178	1.2257317422912382
1	120	0.008499631715830486	1.2341598283324084
2	1	-0.0017029760541153747	0.008441371813530038
